taxon_name,plant_growth_form,woodiness_detailed,life_history,references
Persoonia hexagona,shrub,woody,perennial,scraped from online flora: species
Persoonia hindii,shrub,woody,perennial,scraped from online flora: species
Persoonia hirsuta subsp. evoluta,shrub,woody,perennial,scraped from online flora: species
Persoonia hirsuta subsp. hirsuta,shrub,woody,perennial,scraped from online flora: species
Persoonia hirsuta,shrub,woody,perennial,scraped from online flora: species
Persoonia inconspicua,shrub,woody,perennial,scraped from online flora: species
Persoonia iogyna,shrub tree,woody,perennial,scraped from online flora: species
Persoonia isophylla,shrub,woody,perennial,scraped from online flora: species
Persoonia juniperina var. brevifolia,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persoonia juniperina var. juniperina,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persoonia juniperina var. mollis,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persoonia juniperina var. ulicina,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Persoonia juniperina,shrub,woody,perennial,scraped from online flora: species
Persoonia kararae,shrub,woody,perennial,scraped from online flora: species
Persoonia katerae,shrub tree,woody,perennial,scraped from online flora: species
Persoonia lanceolata,shrub,woody,perennial,scraped from online flora: species
Persoonia laurina subsp. intermedia,shrub,woody,perennial,scraped from online flora: species
Persoonia laurina subsp. laurina,shrub,woody,perennial,scraped from online flora: species
Persoonia laurina subsp. leiogyna,shrub,woody,perennial,scraped from online flora: species
Persoonia laurina,shrub,woody,perennial,scraped from online flora: species
Persoonia laxa,shrub,woody,perennial,scraped from online flora: species
Persoonia leucopogon,shrub,woody,perennial,scraped from online flora: species
Persoonia levis,shrub tree,woody,perennial,scraped from online flora: species
Persoonia linearis,shrub tree,woody,perennial,scraped from online flora: species
Persoonia longifolia,shrub tree,woody,perennial,scraped from online flora: species
Persoonia manotricha,shrub,woody,perennial,scraped from online flora: species
Persoonia marginata,shrub,woody,perennial,scraped from online flora: species
Persoonia media,shrub tree,woody,perennial,scraped from online flora: species
Persoonia micranthera,shrub,woody,perennial,scraped from online flora: species
Persoonia microphylla,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. budawangensis,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. caleyi,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. ledifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. leptophylla,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. livens,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. maxima,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. mollis,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. nectens,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis subsp. revoluta,shrub,woody,perennial,scraped from online flora: species
Persoonia mollis,shrub,woody,perennial,scraped from online flora: species
Persoonia moscalii,shrub,woody,perennial,scraped from online flora: species
Persoonia muelleri var. angustifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia muelleri var. densifolia,shrub tree,woody,perennial,scraped from online flora: species
Persoonia muelleri var. muelleri,shrub,woody,perennial,scraped from online flora: species
Persoonia muelleri,shrub tree,woody,perennial,scraped from online flora: species
Persoonia myrtilloides subsp. cunninghamii,shrub,woody,perennial,scraped from online flora: species
Persoonia myrtilloides subsp. myrtilloides,shrub,woody,perennial,scraped from online flora: species
Persoonia myrtilloides,shrub,woody,perennial,scraped from online flora: species
Persoonia nutans,shrub,woody,perennial,scraped from online flora: species
Persoonia oblongata,shrub,woody,perennial,scraped from online flora: species
Persoonia oleoides,shrub,woody,perennial,scraped from online flora: species
Persoonia oxycoccoides,shrub,woody,perennial,scraped from online flora: species
Persoonia papillosa,shrub,woody,perennial,scraped from online flora: species
Persoonia pauciflora,shrub,woody,perennial,website - well referenced material: species - www.environment.nsw.gov.au/threatenedspeciesapp/profile.aspx?id=10599
Persoonia pentasticha,shrub,woody,perennial,scraped from online flora: species
Persoonia pertinax,shrub,woody,perennial,scraped from online flora: species
Persoonia pinifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia procumbens,shrub,woody,perennial,scraped from online flora: species
Persoonia prostrata,shrub,woody,perennial,scraped from online flora: species
Persoonia pungens,shrub,woody,perennial,scraped from online flora: species
Persoonia quinquenervis,shrub,woody,perennial,scraped from online flora: species
Persoonia recedens,shrub,woody,perennial,scraped from online flora: species
Persoonia rigida,shrub,woody,perennial,scraped from online flora: species
Persoonia rudis,shrub,woody,perennial,scraped from online flora: species
Persoonia rufa,shrub,woody,perennial,scraped from online flora: species
Persoonia rufiflora,shrub,woody,perennial,scraped from online flora: species
Persoonia saccata,shrub,woody,perennial,scraped from online flora: species
Persoonia saundersiana,shrub,woody,perennial,scraped from online flora: species
Persoonia scabra,shrub,woody,perennial,scraped from online flora: species
Persoonia sericea,shrub,woody,perennial,scraped from online flora: species
Persoonia silvatica,shrub tree,woody,perennial,scraped from online flora: species
Persoonia spathulata,shrub,woody,perennial,scraped from online flora: species
Persoonia stradbrokensis x Persoonia virgata,shrub,woody,perennial,"scraped from online flora - applied consensus species value to hybrid, graded, or uncertain taxa: species - hybrid"
Persoonia stradbrokensis,shrub tree,woody,perennial,scraped from online flora: species
Persoonia striata,shrub,woody,perennial,scraped from online flora: species
Persoonia stricta,shrub,woody,perennial,scraped from online flora: species
Persoonia subtilis,shrub,woody,perennial,scraped from online flora: species
Persoonia subvelutina,shrub tree,woody,perennial,scraped from online flora: species
Persoonia sulcata,shrub,woody,perennial,scraped from online flora: species
Persoonia tenuifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia teretifolia,shrub,woody,perennial,scraped from online flora: species
Persoonia terminalis subsp. recurva,shrub,woody,perennial,scraped from online flora: species
Persoonia terminalis subsp. terminalis,shrub,woody,perennial,scraped from online flora: species
Persoonia terminalis,shrub,woody,perennial,scraped from online flora: species
Persoonia trinervis,shrub,woody,perennial,scraped from online flora: species
Persoonia tropica,shrub tree,woody,perennial,scraped from online flora: species
Persoonia virgata,shrub,woody,perennial,scraped from online flora: species
Persoonia volcanica,shrub,woody,perennial,scraped from online flora: species
Persoonia x lucida,shrub tree,woody,perennial,scraped from online flora: species
Petalostigma banksii,shrub tree,woody,perennial,scraped from online flora: species
Petalostigma pachyphyllum,shrub,woody,perennial,website - well referenced material: species - plants.jstor.org/stable/10.5555/al.ap.specimen.k000950810
Petalostigma pubescens,shrub tree,woody,perennial,scraped from online flora: species
Petalostigma quadriloculare,shrub,woody,perennial,scraped from online flora: species
Petalostigma triloculare,tree,woody,perennial,scraped from online flora: species
Petalostylis cassioides,shrub,woody,perennial,scraped from online flora: species
Petalostylis labicheoides,shrub,woody,perennial,scraped from online flora: species
Petasites pyrenaicus,herb,herbaceous,perennial,"scraped from online flora: species - FoA, Vic"
Petermannia cirrosa,climber_herbaceous,herbaceous,perennial,"scraped from online flora: species - FoA, PlantNet"
Petraeomyrtus punicea,tree,woody,perennial,scraped from online flora: species
Petraeovitex multiflora,climber_woody,woody,perennial,scraped from online flora: species - Lucid; genus - Wikipedia
Petrophile acicularis,shrub,woody,perennial,scraped from online flora: species
Petrophile aculeata,shrub,woody,perennial,scraped from online flora: species
Petrophile anceps,shrub,woody,perennial,scraped from online flora: species
Petrophile antecedens,shrub,woody,perennial,scraped from online flora: species
Petrophile arcuata,shrub,woody,perennial,scraped from online flora: species
Petrophile aspera,shrub,woody,perennial,scraped from online flora: species
Petrophile axillaris,shrub,woody,perennial,scraped from online flora: species
Petrophile biloba,shrub,woody,perennial,scraped from online flora: species
Petrophile biternata,shrub,woody,perennial,scraped from online flora: species
Petrophile brevifolia subsp. brevifolia,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Petrophile brevifolia subsp. rosea,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
Petrophile brevifolia,shrub,woody,perennial,scraped from online flora: species
Petrophile canescens,shrub,woody,perennial,scraped from online flora: species
Petrophile carduacea,shrub,woody,perennial,scraped from online flora: species
Petrophile chrysantha,shrub,woody,perennial,scraped from online flora: species
Petrophile circinata,shrub,woody,perennial,scraped from online flora: species
Petrophile clavata,shrub,woody,perennial,scraped from online flora: species
Petrophile conifera subsp. conifera,shrub,woody,perennial,scraped from online flora - applied species value to infraspecific taxon: species
